name,price,link_picture,Produkttyp,Vorgeschlagenes Geschlecht,Empfohlenes Alter in Jahren (mind.),Empfohlenes Alter in Jahren (max.),Anzahl Teile,Sound-Effekte,Produktfarbe,Material,Ursprungsland,EU TSD Warnung,EU TSD Sprache,Sicherheitswarnung,Batterien erforderlich,Verpackungsbreite,Verpackungstiefe,Verpackungshöhe,Paketgewicht,Verpackungsart,Menge pro Packung,Anzahl der Versandkartons pro Vorlagenkarton,Montage erforderlich,Anzahl der Pakete,ASIN,Montagezeit,Freigabedatum (TT/MM/JJ),Figur enthalten,Nachhaltigkeitszertifikate,Menge pro Versandkarton,Länge des Versandkartons,Breite des Versandkartons,Höhe des Versandkartons,Gewicht Versandkarton,Nettogewicht Hauptkarton,Versandkarton pro Palettenlage,Anzahl Produkte pro Versandkarton,Hauptkarton GTIN (EAN/UPC),Lagenanzahl pro Palette,Produkte pro Palettenlage,Fernbedienung erforderlich,Warnung vor Erstickungsgefahr,Fernbedienung enthalten,Akkus/Batterien enthalten,null
LEGO Icons - Wildblumenstrauß (10313),74.95,https://www.fcw.ch/api/ProcessRequest/174920/BN/268x166-lego-icons-wildblumenstrauss-10313.jpg?sourceId=880390&source=Product, Bausatz , Junge/Mädchen , 18 Jahr(e) , 99 Jahr(e) , 939 Stück(e) , , Mehrfarbig , Kunststoff , Ungarn ," Keine Warnung zutreffend, Nicht für Kinder unter 36 Monaten geeignet ",, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 382 mm , 262 mm ," 56,5 mm ", 615 g , Box ,,, ,, B00BLHX6J8 ,,,,,,,,,,,,,,,,,,, ,
LEGO Technic - McLaren Formel 1 Rennwagen (42141),209,https://www.fcw.ch/api/ProcessRequest/134449/BN/268x166-lego-technic-mclaren-formel-1-rennwagen-42141.jpg?sourceId=870475&source=Product, Bausatz , Junge/Mädchen , 18 Jahr(e) , 99 Jahr(e) , 1434 Stück(e) , , Mehrfarbig , Kunststoff , China ," Keine Warnung zutreffend, Nicht für Kinder unter 36 Monaten geeignet ",, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 378 mm , 582 mm , 87 mm ," 2,27 kg ", Box ,,, ,, B09BNYBN8B ,,,,,,,,,,,,,,,,,,, ,"
                        "
LEGO Icons - Garten der Stille (10315),119,https://www.fcw.ch/api/ProcessRequest/190601/BN/268x166-lego-icons-garten-der-stille-10315.jpg?sourceId=886683&source=Product, Bausatz , Junge/Mädchen , 18 Jahr(e) , 99 Jahr(e) , 1363 Stück(e) , , Mehrfarbig , Kunststoff , Ungarn ," Keine Warnung zutreffend, Nicht für Kinder unter 36 Monaten geeignet "," Englisch, Deutsch, Französisch, Italienisch, Spanisch, Schwedisch, Holländisch ", Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 282 mm , 480 mm , 91 mm ," 1,62 kg ", Box , 1 Stück(e) , 2 Stück(e) , , 1 , B00BLHZED4 , 60 min ,,,,,,,,,,,,,,,,,,,
LEGO Technic - NASA Mars Rover Perseverance (42158),109,https://www.fcw.ch/api/ProcessRequest/188333/BN/268x166-lego-technic-nasa-mars-rover-perseverance-42158.jpg?sourceId=886679&source=Product, Bausatz , Junge/Mädchen , 10 Jahr(e) , 99 Jahr(e) , 1132 Stück(e) , , Mehrfarbig , Kunststoff , China ," Keine Warnung zutreffend, Nicht für Kinder unter 36 Monaten geeignet "," Englisch, Deutsch, Französisch, Italienisch, Spanisch, Schwedisch, Holländisch ", Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 262 mm , 382 mm , 118 mm ," 1,48 kg ", Box , 1 Stück(e) , 2 Stück(e) , , 1 , B0BPC8W2GD , 60 min ,,,,,,,,,,,,,,,,,,,
LEGO Star Wars - Chewbacca™ (753371),219,https://www.fcw.ch/api/ProcessRequest/191583/BN/268x166-lego-star-wars-chewbacca-753371.jpg?sourceId=886668&source=Product, Bausatz , Junge/Mädchen , 18 Jahr(e) , 99 Jahr(e) , 2319 Stück(e) , , Mehrfarbig , Kunststoff , Tschechische Republik ," Keine Warnung zutreffend, Nicht für Kinder unter 36 Monaten geeignet "," Englisch, Deutsch, Französisch, Italienisch, Spanisch, Schwedisch, Holländisch ", Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 582 mm , 378 mm , 103 mm ," 2,42 kg ", Box , 1 Stück(e) , 1 Stück(e) , , 1 , B0BV7DR4B6 , 60 min ,,,,,,,,,,,,,,,,,,,
LEGO Star Wars - BD-1 (75335),119,https://www.fcw.ch/api/ProcessRequest/149817/BN/268x166-lego-star-wars-bd-1-75335.jpg?sourceId=874249&source=Product, Bausatz , Junge/Mädchen , 14 Jahr(e) , 99 Jahr(e) , 1062 Stück(e) , , Mehrfarbig , Kunststoff , Ungarn ," Keine Warnung zutreffend, Nicht für Kinder unter 36 Monaten geeignet ",, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 378 mm , 354 mm ," 70,5 mm "," 1,16 kg ", Box ,,, ,, B09QFS7ZP9 ,,,,,,,,,,,,,,,,,,,,
LEGO Duplo - Feuerwehrauto (10969),36.95,https://www.fcw.ch/api/ProcessRequest/134458/BN/268x166-lego-duplo-feuerwehrauto-10969.jpg?sourceId=870414&source=Product, Bausatz , Junge/Mädchen , 2 Jahr(e) , 99 Jahr(e) , 21 Stück(e) , , Mehrfarbig , Kunststoff , Indonesien ," Keine Warnung zutreffend, Nicht für Kinder unter 36 Monaten geeignet ",, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,, 262 mm , 282 mm ," 95,5 mm ", 593 g , Box ,,, ,, B09BNTZH9C ,,,,,,,,,,,,,,,,,,, ,
LEGO Ninjago - Jays Golddrachen-Motorrad (71768),24.95,https://www.fcw.ch/api/ProcessRequest/140072/BN/268x166-lego-ninjago-jays-golddrachen-motorrad-71768.jpg?sourceId=874216&source=Product, Bausatz , Junge/Mädchen , 7 Jahr(e) , 99 Jahr(e) , 137 Stück(e) , , Mehrfarbig , Kunststoff , China ," Keine Warnung zutreffend, Nicht für Kinder unter 36 Monaten geeignet ",, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 141 mm , 262 mm , 61 mm , 257 g , Box ,,, ,, B09QFLHYNB ,,,,,,,,,,,,,,,,,,,,
LEGO LEGO 71454 DREAMZzz Mateo und Roboter Z-Blob (71454),24.95,https://www.fcw.ch/api/ProcessRequest/190477/BN/268x166-lego-lego-71454-dreamzzz-mateo-und-roboter-z-blob-71454.jpg?sourceId=886640&source=Product, Bausatz , Junge/Mädchen , 7 Jahr(e) , 99 Jahr(e) , 237 Stück(e) , , Mehrfarbig , Kunststoff , Tschechische Republik ," Keine Warnung zutreffend, Nicht für Kinder unter 36 Monaten geeignet "," Englisch, Deutsch, Französisch, Italienisch, Spanisch, Schwedisch, Holländisch ", Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 191 mm , 262 mm , 46 mm , 304 g , Box , 1 Stück(e) , 8 Stück(e) , , 1 , B0BV7D8WN2 , 60 min ,,,,,,,,,,,,,,,,,,,
LEGO Technic - Batmans Batmobil (42127),119,https://www.fcw.ch/api/ProcessRequest/134909/BN/268x166-lego-technic-batmans-batmobil-42127.jpg?sourceId=870322&source=Product, Bausatz , Junge/Mädchen , 10 Jahr(e) , 99 Jahr(e) , 1360 Stück(e) , , Mehrfarbig , Kunststoff , Ungarn ," Keine Warnung zutreffend, Nicht für Kinder unter 36 Monaten geeignet ",, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,, 282 mm , 480 mm , 118 mm ," 1,74 kg ", Box ,,, ,, B09BNXPW7K ,,,,,,,,,,,,,,,,,,, ,
LEGO Icons - Ghostbusters ECTO-1 (10274),269,https://www.fcw.ch/api/ProcessRequest/100133/BN/268x166-lego-icons-ghostbusters-ecto-1-10274.jpg?sourceId=861195&source=Product, Bausatz , Junge/Mädchen , 18 Jahr(e) , 99 Jahr(e) , 2352 Stück(e) , , Mehrfarbig , Kunststoff , Tschechische Republik ," Keine Warnung zutreffend, Nicht für Kinder unter 36 Monaten geeignet ",, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 378 mm , 582 mm , 118 mm ," 3,27 kg ", Box ,,, ,, B08G4PD84J ,, 15/02/2021 , ," Forest Stewardship Council (FSC), Forest Stewardship Council (FSC) Mix ", 3 Stück(e) , 598 mm , 397 mm , 370 mm , 11 kg ," 9,81 kg ", 4 Stück(e) , 2 Stück(e) , 5702016873740 , 3 Stück(e) , 12 Stück(e) , , Kleinteile , , ,"
                        "
LEGO Technic - BMW M 1000 RR (42130),269,https://www.fcw.ch/api/ProcessRequest/128269/BN/268x166-lego-technic-bmw-m-1000-rr-42130.jpg?sourceId=870471&source=Product, Bausatz , Junge/Mädchen , 18 Jahr(e) , 99 Jahr(e) , 1920 Stück(e) , , Mehrfarbig , Kunststoff , Tschechische Republik , Nicht für Kinder unter 18 Monaten geeignet ,, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 378 mm , 582 mm , 103 mm ," 2,78 kg ", Box ,,, ,, B09BNVCY6R ,,,,,,,,,,,,,,,,,,, ,"
                        "
LEGO Icons - Vespa 125 (10298),119,https://www.fcw.ch/api/ProcessRequest/127901/BN/268x166-lego-icons-vespa-125-10298.jpg?sourceId=870476&source=Product, Bausatz , Junge/Mädchen , 18 Jahr(e) , 99 Jahr(e) , 1107 Stück(e) , , Mehrfarbig , Kunststoff , Tschechische Republik ," Keine Warnung zutreffend, Nicht für Kinder unter 36 Monaten geeignet ",, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 282 mm , 480 mm , 91 mm ," 1,44 kg ", Box ,,, ,, B09BNX43N7 ,,,,,,,,,,,,,,,,,,, ,"
                        "
LEGO Technic - Umschlagbagger (42144),139,https://www.fcw.ch/api/ProcessRequest/148291/BN/268x166-lego-technic-umschlagbagger-42144.jpg?sourceId=874270&source=Product, Bausatz , Junge/Mädchen , 10 Jahr(e) , 99 Jahr(e) , 835 Stück(e) , , Mehrfarbig , Kunststoff , China ," Keine Warnung zutreffend, Nicht für Kinder unter 36 Monaten geeignet ",, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 378 mm , 354 mm , 94 mm ," 1,4 kg ", Box ,,, ,, B09QFK4CHT ,,,,,,,,,,,,,,,,,,,,
LEGO Technic - Lamborghini Sián FKP 37 (42115),489,https://www.fcw.ch/api/ProcessRequest/53644/BN/268x166-lego-technic-lamborghini-sian-fkp-37-42115.jpg?sourceId=855840&source=Product, Bausatz , Junge/Mädchen , 8 Jahr(e) , 99 Jahr(e) , 3696 Stück(e) , , Mehrfarbig , Kunststoff , Ungarn ," Nicht für Kinder unter 36 Monaten geeignet, Keine Warnung zutreffend ",,, , 191 mm , 354 mm , 70 mm ," 6,12 kg ", Box ,,, ,, B08G4SR6C8 ,, 01/08/2020 , , Forest Stewardship Council (FSC) Mix , 1 Stück(e) , 700 mm , 399 mm , 181 mm ," 7,09 kg "," 6,12 kg ", 3 Stück(e) , 1 Stück(e) , 5702016832075 , 6 Stück(e) , 3 Stück(e) , , Kleinteile , , ,
LEGO Architecture - Burg Himeji (21060),169,https://www.fcw.ch/api/ProcessRequest/190631/BN/268x166-lego-architecture-burg-himeji-21060.jpg?sourceId=886686&source=Product, Bausatz , Junge/Mädchen , 18 Jahr(e) , 99 Jahr(e) , 2125 Stück(e) , , Mehrfarbig , Kunststoff , Ungarn ," Keine Warnung zutreffend, Nicht für Kinder unter 36 Monaten geeignet "," Englisch, Deutsch, Französisch, Italienisch, Spanisch, Schwedisch, Holländisch ", Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 378 mm , 480 mm , 112 mm ," 2,45 kg ", Box , 1 Stück(e) , 1 Stück(e) , , 1 , B0BV7CP5CB , 60 min ,,,,,,,,,,,,,,,,,,,
LEGO Ninjago - Ninja-Dojotempel (71767),119,https://www.fcw.ch/api/ProcessRequest/135060/BN/268x166-lego-ninjago-ninja-dojotempel-71767.jpg?sourceId=870362&source=Product, Bausatz , Junge/Mädchen , 8 Jahr(e) , 99 Jahr(e) , 1394 Stück(e) , , Mehrfarbig , Kunststoff , Ungarn ," Keine Warnung zutreffend, Nicht für Kinder unter 36 Monaten geeignet ",, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 378 mm , 480 mm , 94 mm ," 1,92 kg ", Box ,,, ,, B09BNYF6SN ,,,,,,,,,,,,,,,,,,, ,
LEGO Ninjago - Lloyds Mech-Duell EVO (71781),24.95,https://www.fcw.ch/api/ProcessRequest/169848/BN/268x166-lego-ninjago-lloyds-mech-duell-evo-71781.jpg?sourceId=880352&source=Product, Bausatz , Junge/Mädchen , 6 Jahr(e) , 99 Jahr(e) , 223 Stück(e) , , Mehrfarbig , Kunststoff , Ungarn ," Keine Warnung zutreffend, Nicht für Kinder unter 36 Monaten geeignet ",, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 141 mm , 262 mm , 72 mm , 311 g , Box ,,, ,, B0BBRX4GVB ,,,,,,,,,,,,,,,,,,, ,
LEGO Duplo - Bagger und Laster (10931),24.95,https://www.fcw.ch/api/ProcessRequest/57266/BN/268x166-lego-duplo-bagger-und-laster-10931.jpg?sourceId=855777&source=Product, Bausatz , Junge/Mädchen , 2 Jahr(e) , 99 Jahr(e) , 20 Stück(e) , , Mehrfarbig ,,,,,,, 262 mm , 282 mm ," 95,5 mm ", 604 g , Box ,,,,,,, 01/06/2020 , , Forest Stewardship Council (FSC) Mix , 4 Stück(e) , 398 mm , 299 mm , 280 mm ," 2,82 kg "," 2,42 kg ", 8 Stück(e) , 4 Stück(e) , 5702016798883 , 4 Stück(e) , 32 Stück(e) ,,,,,
LEGO Star Wars - Darth Vader Helm (75304),99,https://www.fcw.ch/api/ProcessRequest/126269/BN/268x166-lego-star-wars-darth-vader-helm-75304.jpg?sourceId=861247&source=Product, Bausatz , Junge/Mädchen , 18 Jahr(e) , 99 Jahr(e) , 834 Stück(e) , , Mehrfarbig , Kunststoff , Tschechische Republik ," Keine Warnung zutreffend, Nicht für Kinder unter 36 Monaten geeignet ",, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 354 mm , 191 mm , 118 mm ," 1,01 kg ", Box ,,, ,, B08G4GPS3Q ,, 26/04/2021 , , Forest Stewardship Council (FSC) Mix , 3 Stück(e) , 370 mm , 207 mm , 373 mm ," 3,36 kg "," 3,01 kg ", 12 Stück(e) , 3 Stück(e) , 5702017029290 , 3 Stück(e) , 36 Stück(e) , , Kleinteile , , ,"
                        "
LEGO Speed Champions - Ferrari 812 Competizione (76914),32.95,https://www.fcw.ch/api/ProcessRequest/177648/BN/268x166-lego-speed-champions-ferrari-812-competizione-76914.jpg?sourceId=880421&source=Product, Bausatz , Junge/Mädchen , 9 Jahr(e) , 99 Jahr(e) , 261 Stück(e) , , Mehrfarbig , Kunststoff , Tschechische Republik ," Keine Warnung zutreffend, Nicht für Kinder unter 36 Monaten geeignet ",, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 141 mm , 262 mm , 72 mm , 323 g , Box , 1 Stück(e) ,, ,, B0BBRWGLY8 , 60 min ,,,,,,,,,,,,,,,,,, ,
LEGO LEGO DREAMZzz Mrs. Castillos Schildkrötenbus (71456),54.95,https://www.fcw.ch/api/ProcessRequest/190495/BN/268x166-lego-lego-dreamzzz-mrs-castillos-schildkroetenbus-71456.jpg?sourceId=886642&source=Product, Bausatz , Junge/Mädchen , 7 Jahr(e) , 99 Jahr(e) , 434 Stück(e) , , Mehrfarbig , Kunststoff , Tschechische Republik ," Keine Warnung zutreffend, Nicht für Kinder unter 36 Monaten geeignet "," Englisch, Deutsch, Französisch, Italienisch, Spanisch, Schwedisch, Holländisch ", Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 222 mm , 262 mm , 76 mm , 575 g , Box , 1 Stück(e) , 5 Stück(e) , , 1 , B0BV7CXWJN , 60 min ,,,,,,,,,,,,,,,,,,,
LEGO City - Mond-Rover (60348),42.95,https://www.fcw.ch/api/ProcessRequest/128645/BN/268x166-lego-city-mond-rover-60348.jpg?sourceId=870442&source=Product, Bausatz , Junge/Mädchen , 6 Jahr(e) , 99 Jahr(e) , 275 Stück(e) , , Mehrfarbig , Kunststoff , Tschechische Republik , Nicht für Kinder unter 18 Monaten geeignet ,, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 262 mm , 282 mm , 59 mm , 460 g , Box ,,, ,, B09BNVWC2L ,,,,,,,,,,,,,,,,,,, ,"
                        "
LEGO Speed Champions - Lamborghini Countach (76908),32.95,https://www.fcw.ch/api/ProcessRequest/134406/BN/268x166-lego-speed-champions-lamborghini-countach-76908.jpg?sourceId=870447&source=Product, Bausatz , Junge/Mädchen , 8 Jahr(e) , 99 Jahr(e) , 262 Stück(e) , , Mehrfarbig , Kunststoff , Tschechische Republik , Nicht für Kinder unter 18 Monaten geeignet ,, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 141 mm , 262 mm , 72 mm , 305 g , Box ,,, ,, B09BNTTYDL ,,,,,,,,,,,,,,,,,,, ,"
                        "
LEGO Speed Champions - 1970 Ferrari 512 M (76906),32.95,https://www.fcw.ch/api/ProcessRequest/128272/BN/268x166-lego-speed-champions-1970-ferrari-512-m-76906.jpg?sourceId=870445&source=Product, Bausatz , Junge/Mädchen , 8 Jahr(e) , 99 Jahr(e) , 291 Stück(e) , , Mehrfarbig , Kunststoff , Tschechische Republik , Nicht für Kinder unter 18 Monaten geeignet ,, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 141 mm , 262 mm , 72 mm , 320 g , Box ,,, ,, B09BNWR3VR ,,,,,,,,,,,,,,,,,,, ,"
                        "
LEGO Speed Champions - 2 Fast 2 Furious – Nissan Skyline GT-R R34 (76917),32.95,https://www.fcw.ch/api/ProcessRequest/177442/BN/268x166-lego-speed-champions-2-fast-2-furious-nissan-skyline-gt-r-r34-76917.jpg?sourceId=880282&source=Product, Bausatz , Junge/Mädchen , 9 Jahr(e) , 99 Jahr(e) , 319 Stück(e) , , Mehrfarbig , Kunststoff , Tschechische Republik ," Keine Warnung zutreffend, Nicht für Kinder unter 36 Monaten geeignet ",, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 141 mm , 262 mm , 72 mm , 339 g , Box ,,, ,, B0BBRXC9HN ,,,,,,,,,,,,,,,,,,, ,
LEGO City - Hubschrauber Transporter (60343),36.95,https://www.fcw.ch/api/ProcessRequest/137349/BN/268x166-lego-city-hubschrauber-transporter-60343.jpg?sourceId=870346&source=Product, Bausatz , Junge/Mädchen , 5 Jahr(e) , 99 Jahr(e) , 215 Stück(e) , , Mehrfarbig , Kunststoff , China ," Keine Warnung zutreffend, Nicht für Kinder unter 36 Monaten geeignet ",, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 191 mm , 354 mm , 91 mm , 530 g , Box ,,, ,, B09BNV7PBF ,,,,,,,,,,,,,,,,,,, ,
LEGO Icons - Bonsai Baum (10281),59.95,https://www.fcw.ch/api/ProcessRequest/134911/BN/268x166-lego-icons-bonsai-baum-10281.jpg?sourceId=861171&source=Product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEGO Architecture - Freiheitsstatue (21042),119,https://www.fcw.ch/api/ProcessRequest/52085/BN/268x166-lego-architecture-freiheitsstatue-21042.jpg?sourceId=834547&source=Product, Bausatz , Junge/Mädchen , 16 Jahr(e) , 99 Jahr(e) , 1685 Stück(e) , , Mehrfarbig ,,, Nicht für Kinder unter 36 Monaten geeignet ,,,, 191 mm , 354 mm , 118 mm ," 1,35 kg ", Box ,,,,,,, 01/06/2018 , , Forest Stewardship Council (FSC) Mix , 3 Stück(e) , 370 mm , 207 mm , 373 mm ," 4,41 kg ",, 12 Stück(e) , 3 Stück(e) , 5702016239683 , 3 Stück(e) , 36 Stück(e) ,,,,,
LEGO Technic - Monster Jam Dragon (42149),26.95,https://www.fcw.ch/api/ProcessRequest/170065/BN/268x166-lego-technic-monster-jam-dragon-42149.jpg?sourceId=880378&source=Product, Bausatz , Junge/Mädchen , 7 Jahr(e) , 99 Jahr(e) , 217 Stück(e) , , Mehrfarbig , Kunststoff , China ," Keine Warnung zutreffend, Nicht für Kinder unter 36 Monaten geeignet ",, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 141 mm , 262 mm , 91 mm , 373 g , Box ,,, ,, B0BBRXXNQR ,,,,,,,,,,,,,,,,,,, ,
LEGO Icons - Paradiesvogelblume (10289),139,https://www.fcw.ch/api/ProcessRequest/135255/BN/268x166-lego-icons-paradiesvogelblume-10289.jpg?sourceId=867753&source=Product, Bausatz , Junge/Mädchen , 18 Jahr(e) , 99 Jahr(e) , 1173 Stück(e) , , Mehrfarbig , Kunststoff , Dänemark ," Keine Warnung zutreffend, Nicht für Kinder unter 36 Monaten geeignet ",, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 480 mm , 282 mm , 91 mm ," 1,34 kg ", Box ,,, ,,,, 01/06/2021 , , Forest Stewardship Council (FSC) Mix ,, 299 mm , 199 mm , 499 mm ," 3,01 kg "," 2,65 kg ", 16 Stück(e) , 2 Stück(e) , 5702017036083 , 2 Stück(e) , 32 Stück(e) , , Kleinteile , , ,
LEGO Ninjago - Coles Erddrache EVO (71782),42.95,https://www.fcw.ch/api/ProcessRequest/169573/BN/268x166-lego-ninjago-coles-erddrache-evo-71782.jpg?sourceId=880353&source=Product, Bausatz , Junge/Mädchen , 7 Jahr(e) , 99 Jahr(e) , 285 Stück(e) , , Mehrfarbig , Kunststoff , Tschechische Republik ," Keine Warnung zutreffend, Nicht für Kinder unter 36 Monaten geeignet ",, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 191 mm , 262 mm , 61 mm , 385 g , Box ,,, ,, B0BBRWZ5Q1 ,,,,,,,,,,,,,,,,,,, ,
LEGO Ninjago - Coles Drachen-Flitzer (71769),54.95,https://www.fcw.ch/api/ProcessRequest/140100/BN/268x166-lego-ninjago-coles-drachen-flitzer-71769.jpg?sourceId=874217&source=Product, Bausatz , Junge/Mädchen , 8 Jahr(e) , 99 Jahr(e) , 384 Stück(e) , , Mehrfarbig , Kunststoff , Dänemark ," Keine Warnung zutreffend, Nicht für Kinder unter 36 Monaten geeignet ",, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 262 mm , 382 mm ," 56,5 mm ", 630 g , Box ,,, ,, B09QG4312T ,,,,,,,,,,,,,,,,,,,,
LEGO Icons - Blumenstrauss (10280),74.95,https://www.fcw.ch/api/ProcessRequest/137324/BN/268x166-lego-icons-blumenstrauss-10280.jpg?sourceId=861170&source=Product, Bausatz , Junge/Mädchen , 18 Jahr(e) , 99 Jahr(e) , 756 Stück(e) , , Mehrfarbig , Kunststoff , Ungarn ," Keine Warnung zutreffend, Nicht für Kinder unter 36 Monaten geeignet ",, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 382 mm , 262 mm ," 70,5 mm ", 745 g , Box ,,, ,, B08G4KJGG3 ,,,, Forest Stewardship Council (FSC) Mix , 3 Stück(e) , 398 mm , 229 mm , 280 mm ," 2,57 kg "," 2,23 kg ", 10 Stück(e) , 3 Stück(e) , 5702016926514 , 4 Stück(e) , 30 Stück(e) ,, Kleinteile ,, ,"
                        "
LEGO Ninjago - Duell zwischen Nya und Arins Babydrachen (71798),36.95,https://www.fcw.ch/api/ProcessRequest/190301/BN/268x166-lego-ninjago-duell-zwischen-nya-und-arins-babydrachen-71798.jpg?sourceId=887838&source=Product, Bausatz ,, 4 Jahr(e) , 99 Jahr(e) , 157 Stück(e) , , Mehrfarbig , Kunststoff , China ," Keine Warnung zutreffend, Nicht für Kinder unter 36 Monaten geeignet ",, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 191 mm , 262 mm , 46 mm , 365 g , Box ,,, ,,,,,,,,,,,,,,,,,,,,,,
LEGO Ninjago - Kais Mech-Bike EVO (71783),54.95,https://www.fcw.ch/api/ProcessRequest/169399/BN/268x166-lego-ninjago-kais-mech-bike-evo-71783.jpg?sourceId=880355&source=Product, Bausatz , Junge/Mädchen , 7 Jahr(e) , 99 Jahr(e) , 312 Stück(e) , , Mehrfarbig , Kunststoff , Tschechische Republik ," Keine Warnung zutreffend, Nicht für Kinder unter 36 Monaten geeignet ",, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 222 mm , 262 mm , 76 mm , 530 g , Box ,,, ,, B0BBRV6FW9 ,,,,,,,,,,,,,,,,,,, ,
LEGO Classic - Grosse Bausteine-Box (10698),54.95,https://www.fcw.ch/api/ProcessRequest/136429/BN/268x166-lego-classic-grosse-bausteine-box-10698.jpg?sourceId=724821&source=Product, Bausatz , Junge/Mädchen , 4 Jahr(e) , 99 Jahr(e) , 790 Stück(e) ,, Mehrfarbig ,,, Nicht für Kinder unter 36 Monaten geeignet ,,,, 262 mm , 370 mm , 180 mm ," 1,59 kg ",,,,,,,, 01/03/2015 , , Forest Stewardship Council (FSC) Mix , 2 Stück(e) , 379 mm , 372 mm , 280 mm ," 3,77 kg ",, 6 Stück(e) , 2 Stück(e) , 5702015396226 , 4 Stück(e) , 12 Stück(e) ,,,,,"
                        "
